,symbol,date,period,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue
1,DCUE,2020-12-31,FY,0.635064096652218,0.2470718435857235,0.015862768606474224,64.56780976573526,82.35080058224162,146.91861034797688,50.15429403202329,96.7643163159536,0.5152413209144793,0.14500423370025403,0.09956251764041772,-0.028295230031047135,0.058823529411764705,-0.004181220999947865,-0.015353983995098977,0.02415884883966989,-0.2841956059532247,0.6866180048661801,0.14500423370025403,0.7240915489286273,2.6589577669717044,0.5652528548123981,0.5863046680711537,1.4923747276688453,0.14121683687253472,3.6721292644637593,5.652971679297965,7.2775423728813555,4.432258064516129,0.24498686212142165,0.14777123194828215,8.674626488664526,-1.316047217430834,0.28544782017415316,-7.164588528678304,0.3688258537962179,-0.1517122632485173,0.14121683687253472,1.7098462544978736,-0.8682724252491695,-1.6609469335875438,-7.164588528678303,2.2771705913854614,2.2771705913854614,4.196504680723546,-148.31138238208004,-74.99730685399004,11.378011160362368,11.378011160362368,1.145007716173193,4.196504680723546,0.04830774559312567,24.727821395433658,2.2771705913854614
2,DCUE,2019-12-31,FY,0.612536472482141,0.2828252339269544,0.01670188147700976,58.25639633116099,70.72636262513905,128.98275895630005,45.26974416017798,83.71301479612207,0.4575187062515086,0.15170166545981173,0.10421192372676805,0.08194545015689114,0.2032426172553561,0.013079953382198549,0.04244545852347315,0.02677772570406033,0.7863346844238563,0.6869530628480509,0.15170166545981173,0.6722017279408223,2.181346502469213,0.5139019721048953,0.5422300439255412,1.4179357021996617,0.1373195767474998,3.2450772019753704,6.265406427221172,8.062780269058296,5.160734787600459,0.23988882776989665,0.15961781108232279,8.636456140617982,0.371745998366339,0.2754903380750548,2.196612665684831,0.31402365435674634,0.04304381245196003,0.1373195767474998,1.2776822980603977,-1.0449799196787148,-2.6059088632949425,2.196612665684831,2.0780985506198704,2.0780985506198704,4.01198920037003,48.95926732587049,296.81555816308986,12.776073218395876,12.776073218395876,-1.1001223796731425,4.01198920037003,0.04486612618330834,16.135266299509542,2.0780985506198704
0,AT,2020-12-31,FY,0.7772096420745069,0.5360482103725347,0.28341855368882396,46.29595588235294,41.6427680798005,87.93872396215343,14.336034912718205,73.60268904943523,0.4102941176470588,0.09963235294117648,0.18125,0.2702205882352941,-0.4908722109533469,0.08675637393767706,0.4634300126103405,0.03815289314374208,1.4908722109533468,1.8191881918819188,0.09963235294117648,0.812795089707271,4.341740226986128,0.7469687300574346,0.7804844290657439,0.6215596330275229,0.19028196488739138,5.341740226986128,7.884057971014493,25.46031746031746,8.765027322404372,0.547945205479452,0.3210576015108593,1129.4736842105262,868.421052631579,409.3157894736842,0.09251700680272108,0.39448529411764705,0.7688723205964585,0.19028196488739138,1.121212121212121,-4.326612903225806,-5.961111111111111,0.09251700680272108,0.0017730138713745272,0.0017730138713745272,0.0010338235294117648,0.0038258503401360543,0.0034084848484848486,0.002620689655172414,0.002620689655172414,1.927569233495779e-08,0.0010338235294117648,24.182076813655762,3.44286500655308,0.0017730138713745272
1,AT,2019-12-31,FY,1.242473555736371,0.9886086248982913,0.6094385679414158,60.401278409090914,45.47220361687877,105.87348202596968,21.758204956463498,84.11527706950618,0.4698153409090909,0.15589488636363635,-0.12073863636363637,-0.15553977272727273,-0.28823529411764703,-0.04681487815305686,-0.31808278867102396,0.05401747262212379,1.2882352941176471,-0.7744874715261959,0.15589488636363635,0.8528217186831979,5.794480755265069,0.8010977899754441,0.820866397814492,0.9733924611973392,0.22931854199683044,6.794480755265069,6.042918454935623,16.775280898876403,8.026881720430108,0.5538945712037766,0.3009833262077811,1.3238792314730101,1.2570905763952425,0.6852698993595608,-0.1689497716894977,0.5138494318181818,0.949550794747754,0.22931854199683044,1.893979057591623,-19.82191780821918,1447.0,-0.1689497716894977,1.9288235294117648,1.9288235294117648,0.9431782670454546,-6.063904109589042,1.9330349344978168,1.8355148583275744,1.8355148583275744,0.027792893835616447,0.9431782670454546,0.027861550683549258,10.88343046357616,1.9288235294117648
2,AT,2018-12-31,FY,1.176013805004314,0.899913718723037,0.5893011216566005,46.54622741764081,36.476913345983554,83.02314076362435,5.771663504111322,77.25147725951304,0.4399574920297556,0.05880269217144881,0.13248317392844491,0.13177470775770456,0.0053475935828877,0.0363103953147877,0.19334719334719336,0.018269865727492847,0.9946524064171123,2.253012048192771,0.05880269217144881,0.8122010736944851,4.324844074844075,0.7621167161226509,0.7850279329608939,0.30458715596330277,0.19570167947623116,5.324844074844075,7.841666666666667,63.24,10.00632911392405,0.5137397634212921,0.2755490483162518,1.2276785714285714,1.2116071428571429,0.6098214285714286,0.22311827956989247,0.48707049238398864,0.986909090909091,0.19570167947623116,1.5951276102088168,-76.38888888888889,21.153846153846153,0.2231182795698925,1.4494802494802497,1.4494802494802497,0.9878852284803401,7.496774193548388,2.0551215917464996,2.028218181818182,2.028218181818182,0.05417836812144214,0.9878852284803401,0.02976190476190476,5.200341685649203,1.4494802494802497
3,AT,2017-12-31,FY,1.27163280662152,0.9962377727614747,0.5921745673438675,45.47679814385151,33.28438948995363,78.76118763380515,4.137042761463163,74.62414487234199,0.5496519721577726,0.23248259860788864,-0.3505800464037123,-0.21577726218097448,0.38451356717405694,-0.08025543665861236,-0.4725609756097561,0.0976703382395945,0.6154864328259431,-1.5079840319361277,0.23248259860788864,0.8301691404901622,4.888211382113822,0.7857376156777355,0.806679764243615,1.2264381884944922,0.20603994154895275,5.888211382113822,8.02607076350093,88.22727272727273,10.966101694915254,0.715590237423211,0.3719364860200207,1.47002606429192,1.423979148566464,0.68375325803649,-0.0935483870967742,0.3925754060324826,0.9686761229314421,0.20603994154895275,1.7005025125628142,-31.92452830188679,49.76470588235294,-0.0935483870967742,1.2574441056910568,1.2574441056910568,0.5741647331786542,-2.6609139784946234,1.5098535692495425,1.4625591016548463,1.4625591016548463,-0.1696332661290322,0.5741647331786542,0.03515648677590771,22.65366132723112,1.2574441056910568
4,AT,2016-12-31,FY,1.092776673293572,0.8144466534128562,0.5672630881378397,34.10445891783567,22.92893600314095,57.03339492097662,6.448763250883392,50.58463167009323,0.36197394789579157,0.021042084168336674,-0.3218937875751503,-0.2853206412825651,0.11361867704280156,-0.07818506315211422,-0.39839104582021684,0.006432345508844475,0.8863813229571984,-15.297619047619047,0.021042084168336674,0.8037479406919276,4.0954879328436515,0.748216644649934,0.7708032708032708,0.07291666666666667,0.11627665106604264,5.0954879328436515,10.702412868632708,56.6,15.91875,0.5444626295690126,0.2740252608456892,0.9355648535564853,0.8753138075313808,0.7163179916317992,-0.07462686567164178,0.28006012024048094,0.9355992844364938,0.11627665106604264,0.9991063449508489,-15.527777777777779,86.0,-0.0746268656716418,0.9613501224204267,0.9613501224204267,0.688502004008016,-2.4130816505706756,2.6276290630975145,2.4584078711985686,2.4584078711985686,0.024130816505706757,0.688502004008016,0.030925959614335096,11.484530938123752,0.9613501224204267
0,RYN,2021-12-31,FY,1.948640483383686,1.5632283124730255,1.5632283124730255,0.0,0.0,0.0,0.0,0.0,0.2825342465753425,0.24312815428983417,0.20286589762076424,0.13752703677000722,0.06486006219458018,0.04196458035419646,0.08612710238175866,0.07923605604017975,0.6779209240337628,0.8343990362338987,0.24312815428983417,0.46392036079639204,0.9521390676148549,0.42992277992277994,0.4519641200123724,6.008351893095768,0.2224883657267999,2.0523761146856305,,,,8.444444444444445,0.3051369486305137,3.0562718402163407,0.6580714512923527,3.405049709401288,1.005897771952818,0.2929884643114636,0.2153183635804368,0.2224883657267999,2.6008,-1.2744021952175617,-3.199803149606299,1.0058977719528177,2.163276728280526,2.163276728280526,3.4543021874255904,25.11725889362671,54.75562438810622,11.789891440072088,11.789891440072088,0.060911642936948736,3.4543021874255904,0.04004807117738695,13.409172667665676,2.163276728280526
1,RYN,2020-12-31,FY,1.8715641630548088,2.6565754101058867,0.9272727272727272,20.85182633148423,5.427589285212988,26.279415616697218,12.700579420467243,13.578836196229975,0.17077031591542377,0.08658284777816316,0.04282468567916811,0.04316339096366891,0.19049819259098197,0.00994546941280054,0.02515777883758905,0.02044975832953504,1.0079091131465225,0.49460934559337527,0.08658284777816316,0.5004616849744941,1.2659537589116296,0.4799719322705509,0.49459262449204067,1.9187990094923648,0.14154029594146333,2.5295717872511037,17.50446192086712,28.738846308995562,67.24900887294694,6.163537623840509,0.23041445981785233,1.5252132942895742,0.8439716750200408,1.4419284342288687,3.9463919749757306,0.2376454046655198,0.5533466553038094,0.14154029594146333,2.489926829268293,-2.2388727452162946,3.7019563758997696,3.946391974975731,2.692553659647215,2.692553659647215,4.619634628807635,107.02668455071175,35.13022393434704,19.43919191414477,19.43919191414477,-2.7351263829626338,4.619634628807635,0.036872972301649105,21.492173188082624,2.692553659647215
2,RYN,2019-12-31,FY,0.8332451417459289,0.6340666463826016,0.45463865701850703,13.915074850046938,9.490588340646548,23.405663190693488,11.871406823676905,11.534256367016583,0.21531123340959812,0.1504126168565791,0.11329818032593358,0.0830644390603129,0.16051005978813665,0.02065888942172586,0.041045680463839454,0.039496127034736754,0.733148924557791,0.7532491801134293,0.1504126168565791,0.4625501049284934,0.9190079591327941,0.40326756757876764,0.42287875083663645,3.3745428175053602,0.20305858335805385,1.9868289928825449,26.230545213256164,30.746145374449338,38.45915415346467,5.823214095733798,0.24870919078530693,1.6575710806427637,0.06166000715379867,0.5317692084964055,2.386786227899501,0.3011049024953763,0.03719901238255707,0.20305858335805385,2.612841463414634,-31.493899750110245,1.5957115619507254,2.386786227899501,2.581093255005787,2.581093255005787,5.2233770025640816,62.88343196745602,466.3394286620437,17.34736618127395,17.34736618127395,-1.5053912501300077,5.2233770025640816,0.03795572463561994,45.32646414776735,2.581093255005787
3,RYN,2018-12-31,FY,3.271163500731811,2.7466517681496985,2.335090728820761,11.695466943090507,9.46965679155535,21.165123734645857,10.866315081642734,10.298808653003123,0.2583864493504775,0.20838142569026316,0.1746836931989443,0.12524352499209693,0.17701275198855268,0.03675953890183143,0.06565468088919263,0.06259115793347748,0.7169731913639998,0.8382882141261142,0.20838142569026316,0.4049806772909799,0.7233191146612472,0.3844989404769435,,5.30368614732115,0.3188428149423125,1.7860583361648639,31.208672708500632,33.59004384261058,38.54416353563013,35.872620983693025,0.29350450575509607,2.403032270628909,1.4736334092655348,1.1497971922317403,1.3380684041637316,0.37995535068824143,0.6132391259480935,,,-32.638248605409956,2.436501638236519,1.3380684041637316,2.213578711755921,2.213578711755921,4.222644858721902,33.71547438471057,18.122668077951946,11.113529131970665,11.113529131970665,-1.0380817113187204,4.222644858721902,0.039687070361095804,26.770984651936306,2.213578711755921
4,RYN,2017-12-31,FY,2.6773501779774755,2.0474120324444187,1.6434177510649473,12.33283837402818,15.506235778781635,27.839074152809815,16.153051545702354,11.68602260710746,0.3066669432256868,0.2629234403291378,0.22359796777924734,0.18160410738949434,0.11830732292917166,0.05207031286896782,0.09343367923752513,0.07723877240062754,0.8121903306777256,0.8504299483505111,0.2629234403291378,0.40774838104573724,0.7316535919443724,0.39081967413720775,0.3916048796174155,6.324762994922368,0.24994075361402954,1.7943752224544154,29.59578232766403,22.596349610306984,23.538917194813802,35.05843100350757,0.28672431266816184,2.0121599520028672,-0.45580662863669386,0.8844713484766079,0.853717364722323,0.3126955231601911,-0.2265260414227966,0.24994075361402954,75.936,-16.236948808920427,2.3029518803073192,0.8537173647223231,2.22615716025603,2.22615716025603,4.326911744203902,23.82606762810592,-61.08551473434745,13.837459841045641,13.837459841045641,-0.7360553035111291,4.326911744203902,0.035831232331232594,21.794605696660415,2.22615716025603
0,FANG,2021-12-31,FY,1.0055632823365785,0.9214186369958275,0.45479833101529904,36.032808592025894,8.81917381137958,44.85198240340547,5.120810600155885,39.73117180324959,0.6224805061056349,0.5886420479623363,0.42768868618508166,0.32102398116816244,0.21706226350189198,0.09529216525460739,0.18050959629384514,0.1864398881640261,0.7506019951840385,0.7265683579105223,0.5886420479623363,0.4215652022010656,0.7985605559232296,0.3546182594767752,0.3591007899899263,21.16931216931217,0.5823121216595305,1.89427531436135,10.129657228017884,71.27777777777777,41.38709677419355,0.3296474125806295,0.296838151803651,21.7868052831898,9.087042264413595,3.6127207543626088,0.14298808432630614,0.5802559952920406,0.4170892494929006,0.5823121216595305,30.106870229007633,-1.7155284906481079,-1.9849018621036738,0.14298808432630614,1.9276799669093316,1.9276799669093316,3.428247085478888,10.679099651695692,14.165225191489363,5.908163144016227,5.908163144016227,0.07512045719741911,3.428247085478888,0.013389526176357164,6.878839242459668,1.9276799669093316
1,FANG,2020-12-31,FY,0.48705501618122976,0.8689320388349514,0.08414239482200647,56.70280838961962,5.936421882700838,62.63923027232046,12.772301626416954,49.866928645903506,0.2787060078208318,-1.946676146462851,-2.0533238535371487,-1.6057589761820121,0.19113573407202217,-0.2563709631647653,-0.5136456675005686,-0.3342489165598486,0.7820290858725761,1.0547845142439738,-1.946676146462851,0.44355525285203473,0.8886740959745281,0.3900679705923152,0.4027438196142353,-28.08205128205128,0.35716694772344015,2.00352513077098,6.437070938215103,28.577464788732396,61.484848484848484,0.17349204391266806,0.15965718826267097,13.407099812629767,0.4684255836329569,4.032258064516129,-0.05224706663714855,0.7529328119445432,0.03493862134088763,0.35716694772344015,6.921568627450981,-1.0362035225048924,-1.1714601769911503,-0.05224706663714855,1.018382924721401,1.018382924721401,3.1836684820476355,-1.9826565065308832,121.02242486486486,4.228356676109537,4.228356676109537,0.0009695625630739848,3.1836684820476355,0.026352051636300274,-3.586040621057739,1.018382924721401
2,FANG,2019-12-31,FY,0.6880443388756928,0.5843230403800475,0.09738717339667459,56.628405650857715,5.933655536028119,62.562061186885835,28.70606326889279,33.855997917993044,0.425832492431887,0.17532795156407668,0.09132189707366296,0.060544904137235116,0.1298342541436464,0.010199311546470613,0.018114574684881878,0.031210705945751753,0.6629834254143646,0.520863309352518,0.17532795156407668,0.3665377587012877,0.6509925277379425,0.288453276047261,0.2929718768344095,4.040697674418604,0.49799635701275047,1.7760585704581477,6.445528455284553,12.71508379888268,61.513513513513516,0.18154339363407374,0.16845862904253964,16.72242848317665,-5.920742784094732,0.7523257876484009,0.4666666666666667,0.6897073662966701,-0.35405998536942207,0.49799635701275047,22.974789915966387,-0.7385197190707725,-0.7615598885793872,0.4666666666666667,0.9438885629104082,0.9438885629104082,3.1547879843592326,52.106581541666664,-12.918987159090909,4.574096404535479,4.574096404535479,-0.6367707623445367,3.1547879843592326,0.008956002348638048,38.938081851851855,0.9438885629104082
3,FANG,2018-12-31,FY,0.9072284359148381,0.5949096322914991,0.21038983456452062,65.75617252749676,13.280722636029338,79.0368951635261,45.23964871536861,33.79724644815749,0.5255369772673804,0.4644619015409952,0.5115468952182096,0.3885903129043642,0.15123372231209864,0.0391593006510976,0.061731095932218955,0.049124432137810536,0.7596377116874181,1.1013753625883964,0.4644619015409952,0.34402355433286286,0.5423220201168134,0.24578452814347357,0.24824524723592278,11.581511526651084,0.3458392105916429,1.5764095605851605,5.550809695430048,8.068143992373749,27.483444237423477,0.10682597048150708,0.10077271447766399,14.953881592781633,-18.335722888111487,2.050390931161706,0.044122307466724686,0.7188975010292906,-1.226151402520286,0.3458392105916429,26.314103103187286,-0.44920574533604185,-0.45407039650420605,0.04412230746672469,0.7809636895701214,0.7809636895701214,4.916078678243736,12.651058235344202,-5.577091267358939,6.838358279455803,6.838358279455803,0.19943547218138158,4.916078678243736,0.003487637685791132,13.627337189347232,0.7809636895701214
4,FANG,2017-12-31,FY,0.6210315398629785,0.5958474476471526,0.19473596708161017,70.15017288863847,6.188456004035764,76.33862889267422,64.26943933045047,12.069189562223755,0.554234423219106,0.5020450398345049,0.4125669751583049,0.4001797344808901,-0.03935726655255849,0.062059185547263314,0.09177428133194795,0.08410581858182259,0.9699752005776475,0.8217728339559023,0.5020450398345049,0.2817207857176407,0.4166139535591814,0.21944467839447004,0.22266040064455078,14.918873600631256,0.5903712271549837,1.4788186554922491,5.203123313458225,5.679215561898721,58.98078612209047,0.16410319329017295,0.15507828158206458,9.118030331014385,-24.761558825340146,1.1537893246321493,0.0,0.7373802081302054,-2.7156697144464763,0.5903712271549837,31.90754039497307,-0.2691304870591734,,,2.341836254438748,2.341836254438748,10.211525461140093,25.51734778470579,-5.099436626371823,13.848385606977072,13.848385606977072,0.0785149162606332,10.211525461140093,,27.220773616136807,2.341836254438748
0,SSL,2022-06-30,FY,1.4410896213565787,0.9669408880414057,0.4700626532280033,59.94864690394505,106.37122157318665,166.3198684771317,69.57210911359383,96.74775936353788,0.48841291370794016,0.23928149185095998,0.20142671666582046,0.1412790402483517,0.24970742334491636,0.0928523077216433,0.20652836610593617,0.2012947985343515,0.7013917646423363,0.8417981478955425,0.23928149185095998,0.539511569593944,1.2000180253733639,0.339067027811163,0.3910397551542231,9.56772041763341,0.332306828595725,2.2242674541280754,6.088544426779721,5.24635525141327,3.4313792264655802,1.1786848595989519,0.6572263483558496,64.92982739151476,28.29004678173899,70.09678980480723,0.0,0.14597190086241288,0.43570186335403727,0.332306828595725,1.652502360717658,-1.7721128868929688,,,1.039969398429672,1.039969398429672,0.7114077415517629,5.035479716603347,11.18561600273707,4.873593735155279,4.873593735155279,0.015198529323085287,0.7114077415517629,,3.7150059332737078,1.039969398429672
1,SSL,2021-06-30,FY,1.8269057049544855,1.0932353554304775,0.5425439510805364,54.568322519934625,105.38208398858409,159.9504065085187,60.93254314947483,99.01786335904387,0.4898023872022188,0.154246941706701,0.05307810410578971,0.044732801743351,0.017262293552300086,0.02503721485933199,0.06165650663189728,0.10272479294410233,0.8427731641317533,0.34411122527613663,0.154246941706701,0.5773417640813543,1.4217586303408447,0.431181367752357,0.447444853495881,4.720218247953926,0.2869848174468695,2.462594461017551,6.6888623865368055,5.990230854218759,3.4635868468831954,0.9572642278735469,0.5597059402400046,54.91692208420713,29.1901919664462,52.82303597354412,0.0,0.1686048239314546,0.5315336486208618,0.2869848174468695,4.491160949868074,-2.1346250313518937,,,0.9508566411859019,0.9508566411859019,0.6898620103545223,15.421837744761026,7.697708677020259,4.091591179117046,4.091591179117046,0.14034995528113897,0.6898620103545223,,6.774919708021208,0.9508566411859019
2,SSL,2020-06-30,FY,1.9112201722545588,0.6904680083335123,0.37306428402671876,55.43248041940042,90.05151574314011,145.48399616254054,43.84184977459089,101.64214638794965,0.4080696759417336,0.07191372454259404,-0.6167613084200518,-0.4785966055041052,0.2226282034903033,-0.19014237356050773,-0.590439837466868,0.035462278911212196,0.7759835109146502,-8.576406135865595,0.07191372454259404,0.6676531110563859,2.0732306376249943,0.5142124964189357,0.5734500602616128,1.9098772321428572,0.14331233218767023,3.105251219970578,6.58458718134966,8.32537864794976,4.053235495126074,0.7735728682422548,0.39729152144786106,48.11458164751578,-8.794303285321249,57.26492960025894,0.0,0.15617202561368304,-0.18277833837874202,0.14331233218767023,0.6739509895042278,-0.8454669548401774,,,0.4920423289242976,0.4920423289242976,0.3988379059885463,-0.8333487981354376,-13.972317933257562,2.553837055140316,2.553837055140316,0.0003761456497217978,0.3988379059885463,,-2.84138707101676,0.4920423289242976
3,SSL,2019-06-30,FY,1.5889649272882806,0.9041101470528331,0.32337366084158214,49.992607183557986,99.67841778973258,149.67102497329057,52.95268844938604,96.71833652390453,0.46674951860730146,0.14308661138837583,0.04534424490116713,0.02111250835068967,0.34199978333874986,0.009145303510026214,0.019544359055977446,0.0692113954427733,0.46560502654100316,0.3169006831679769,0.14308661138837583,0.5195523950566847,1.110331499249693,0.38002001663354057,0.3866616835775605,55.16856060606061,0.23040912894197754,2.1370924469100996,7.30107951081304,6.892945583846593,3.661775618970519,0.5634339201744748,0.43316991795186055,51.80506000648719,-38.69120986052546,26.77100227051573,0.0,0.15690945887530947,-0.7468615972200482,0.23040912894197754,8.316323873991148,-0.5724551971326165,,,0.938288499840844,0.938288499840844,1.0135724446889613,48.00814890646812,-8.648992916125247,6.459600663682184,6.459600663682184,-0.9390894422582104,1.0135724446889613,,12.681516088012023,0.938288499840844
4,SSL,2018-06-30,FY,1.3552772032824072,0.8167823070251518,0.25265194475949027,64.77276108915966,115.20740398361836,179.98016507277802,53.00544979630446,126.97471527647356,0.487322344746254,0.16611282865188662,0.08654201178214603,0.04810400030860626,0.3539225674987264,0.019873188612018623,0.0391461309056663,0.07947447657265495,0.5558456444218034,0.5209833128752944,0.16611282865188662,0.47953145810329323,0.9445792317868915,0.30246562144170974,0.3333263572056423,9.142553836821353,0.2363820645983012,1.9697961746305805,5.635084777343022,6.8860843819393045,3.168199155428416,0.5452259192711932,0.41312964586155476,43.04802352172493,-44.152237830774254,27.39137536752695,0.0,0.14523230887077665,-1.0256507551035896,0.2363820645983012,1.7809163400459522,-0.4936685149108347,,,1.6029539269356843,1.6029539269356843,1.9697603418792666,40.947952961135705,-13.2236286125695,13.56282467169134,13.56282467169134,-0.7151956600960665,1.9697603418792666,,13.342811649791338,1.6029539269356843
0,CMS,2021-12-31,FY,1.4418221734357848,0.7447859495060373,0.24807903402854006,45.07095101650976,0.0,45.07095101650976,414.65986394557825,-369.5889129290685,0.8997134670487106,0.1563651248465002,0.11229362805294038,0.18147086914995225,0.11543134872417983,0.04625604284770285,0.14333441103567196,0.0425531914893617,1.6160388821385177,0.7181500872600349,0.1563651248465002,0.621187354363023,1.9248841469985989,0.4645392117260084,0.47058823529411764,,0.22053831231813772,3.0987175342170494,8.098342541436464,0.8802395209580839,,0.3278901216893343,0.254895141376552,6.291940505015566,6.291940505015566,1.563472846765825,0.3827067669172932,0.24819211352162643,1.0,0.22053831231813772,9.186868686868687,-0.876204238921002,-1.1608168474792597,0.3827067669172933,1.9890229612910872,1.9890229612910872,2.5182349649092646,13.876800043473684,10.14631339077515,10.14631339077515,10.14631339077515,0.18853533371708497,2.5182349649092646,0.027578891799142254,10.33956047964553,1.9890229612910872
1,CMS,2020-12-31,FY,0.782042940793754,0.43103448275862066,0.05465191932335719,63.2193113772455,53.75607261569931,116.97538399294481,63.27537714139606,53.70000685154875,0.4145209580838323,0.20389221556886228,0.13248502994011976,0.11302395209580839,0.15028248587570622,0.0254500101125868,0.137372634643377,0.05121841155234657,0.8531073446327684,0.6497797356828194,0.20389221556886228,0.7951527000606755,4.29203056768559,0.7135411237360575,0.7343901024550551,2.427807486631016,0.08396946564885496,5.397743813682679,5.773552290406223,5.768436578171092,6.789930555555555,0.31750558486620084,0.22517359940672824,4.47719298245614,-4.112280701754386,0.5894736842105263,0.6185430463576159,0.19101796407185628,-0.9184952978056427,0.08396946564885496,0.8472775564409031,-0.5212418300653595,-0.6441191317516406,0.6185430463576159,2.9495633758187774,2.9495633758187774,2.426766513997006,21.471258693377486,-13.831740881825938,12.704388960423199,12.704388960423199,2.0612408345642383,2.426766513997006,0.028807954633251056,12.510532764717661,2.9495633758187774
2,CMS,2019-12-31,FY,0.8620562130177515,0.4681952662721893,0.051775147928994084,60.042366691015346,51.582574164914746,111.62494085593009,54.14038775986919,57.4845530960609,0.3745799853907962,0.18100803506208912,0.12111029948867787,0.09934258582907232,0.1773220747889023,0.02533815255058315,0.13551215623754484,0.051340488128289063,0.8202653799758746,0.6690879741727199,0.18100803506208912,0.8116406453776502,4.340773216420885,0.7042842831044847,0.7241189730056627,2.38728323699422,0.13590463897957633,5.348146671980869,6.079040852575488,6.741732283464567,7.07603305785124,0.36167177427876995,0.25505831501285536,6.3250883392226145,-1.5759717314487633,0.49469964664310956,0.6411764705882353,0.26150474799123447,-0.24916201117318434,0.13590463897957633,1.4672131147540983,-0.8005366726296959,-0.9944444444444445,0.6411764705882352,3.838941792566759,3.838941792566759,2.814289249831994,28.32913222808823,-43.19239891278026,10.761904980502793,10.761904980502793,9.429554013063676,2.814289249831994,0.022633113694619674,13.813006807142857,3.838941792566759
3,CMS,2018-12-31,FY,0.9405487804878049,0.5259146341463414,0.058307926829268296,65.16150152771715,53.01675977653631,118.17826130425345,59.786592178770945,58.39166912548251,0.3489014986177797,0.1690673650516514,0.11261457878655609,0.09559144478393715,0.14857881136950904,0.026784622283827306,0.1381703470031546,0.053047249486418625,0.8488372093023255,0.6660929432013769,0.1690673650516514,0.8046394064168942,4.150788643533123,0.6906310995445674,0.7111705035534228,2.537117903930131,0.14545609839426032,5.1585699263932705,5.601466992665037,6.105047748976808,6.884615384615385,0.37917907977490894,0.28019894818378244,6.034727143869596,-1.8320340184266477,0.5421686746987951,0.619482496194825,0.24778117270478683,-0.30358191426893716,0.14545609839426032,1.5580969807868252,-0.7671171171171172,-0.939327082184225,0.619482496194825,3.0528638496151417,3.0528638496151417,2.112086076665212,22.09492786136986,-28.078080473733074,8.523997419213153,8.523997419213153,0.5251548071398052,2.112086076665212,0.02803731698431613,12.053336849246417,3.0528638496151417
4,CMS,2017-12-31,FY,0.8890086206896551,0.5114942528735632,0.0653735632183908,68.8637399361993,60.11764705882353,128.98138699502283,64.85906862745098,64.12231836757185,0.38022178338143703,0.20325079750873462,0.13458909311863892,0.06987695579523014,0.4785553047404063,0.019956616052060738,0.1035802747129025,0.06602190861541499,0.5191873589164786,0.6621823617339312,0.20325079750873462,0.8057266811279826,4.181941004278316,0.6725892067236803,0.7006807306059176,3.0547945205479454,0.1640053866871874,5.190272461157397,5.300322061191626,5.627586206896551,6.071428571428571,0.392756995406002,0.28559652928416485,6.089285714285714,-0.26785714285714285,0.65,0.8195652173913044,0.25900045571927693,-0.04398826979472141,0.1640053866871874,1.3393558523173605,-0.9578651685393258,-1.2152530292230934,0.8195652173913044,2.7943255834271556,2.7943255834271556,1.885097966884399,26.977391121739128,-165.46133221333332,7.278357721994134,7.278357721994134,-1.5338573809217386,1.885097966884399,0.030379706239676976,10.269450710848842,2.7943255834271556
0,FISV,2021-12-31,FY,1.0314293522820444,0.20196775075157147,0.045640885487838206,64.33501787255022,0.0,64.33501787255022,0.0,64.33501787255022,0.4990755577468261,0.14100825835079503,0.10267471958584987,0.08221373104893381,0.21788715486194477,0.017495311413920182,0.04309899198759369,0.03947958725886048,0.8007202881152461,0.7281468531468531,0.14100825835079503,0.5809781111883434,1.431216076505557,0.4010951800468257,0.40692483090306386,3.3015873015873014,0.18995149974101805,2.463459550271388,5.673426573426574,,,9.314580941446613,0.21280279085627352,6.112121212121212,4.3545454545454545,1.2651515151515151,0.0,0.24861333662023913,0.7124442240951909,0.18995149974101805,7.940944881889764,-3.4775862068965515,,,2.2366050531145,2.2366050531145,4.266448884752865,51.894602401799105,24.087473766179542,17.160981557759047,17.160981557759047,1.0706498691719504,4.266448884752865,,16.045363337629787,2.2366050531145
